diagnosis_code,diagnosis_desc,fce,admissions,emergency,waiting_list,mean_los_days,mean_age,year,baseline_admissions,baseline_waiting,pct_change_admissions,pct_change_waiting,backlog_trap
M00-M25,Arthropathies,624282,586910,77999,436268,3.335534909,60.93474252,2019,609032,456301,-3.632321454,-4.390303769,FALSE
M30-M36,Systemic connective tissue disorders,32403,28608,4625,9562,6.024315331,51.23260755,2019,27080,8801,5.64254062,8.646744688,FALSE
M40-M54,Dorsopathies,330558,297991,88015,176216,3.519173366,58.17667479,2019,320545,195899,-7.036141571,-10.04752449,FALSE
M60-M79,Soft tissue disorders,258012,240699,102169,126182,1.540919269,57.41400801,2019,248802,137373,-3.256806617,-8.146433433,FALSE
M80-M94,Osteopathies and chondropathies,111909,93129,23834,38029,8.720829495,62.38686224,2019,88894,37621,4.764101064,1.084500678,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,15984,11337,6554,3728,16.0188328,73.0725228,2019,10711,3885,5.844458967,-4.041184041,FALSE
N00-N08,Glomerular diseases,12813,10203,3563,3955,5.436669129,44.19108023,2019,,,,,FALSE
N10-N16,Renal tubulo-interstitial diseases,110475,78163,56724,14036,3.446918631,51.35522853,2019,,,,,FALSE
N17-N19,Renal failure,167766,96684,60597,21297,7.552116108,67.79936398,2019,95579,20216,1.156111698,5.347249703,FALSE
N20-N23,Urolithiasis,97572,89270,33625,45491,1.387704585,52.69943033,2019,89624,45150,-0.394983487,0.755260244,FALSE
N25-N29,Other disorders of kidney & ureter,7673,6345,1810,3616,3.673454184,57.24388433,2019,6342,3525,0.04730369,2.581560284,FALSE
N30-N39,Other diseases of the urinary system,390579,267346,161477,83806,5.531151655,66.53021655,2019,272213,84232,-1.787938122,-0.505746035,FALSE
‡ N40-N51,Diseases of male genital organs,133894,125513,42466,79071,1.519628837,49.78288007,2019,125265,81313,0.197980282,-2.757246689,FALSE
N60-N64,Disorders of breast,18394,17430,6947,9891,1.114927489,45.38119733,2019,17983,10986,-3.075126508,-9.967231021,FALSE
‡ N70-N77,Inflammatory diseases of female pelvic organs,27109,23975,14430,8604,2.218508426,37.74509503,2019,24358,9244,-1.572378685,-6.923409779,FALSE
‡ N80-N98,Noninflammatory disorders of female genital tract,210897,204178,37285,157138,1.539427766,46.50147364,2019,209704,163170,-2.635142868,-3.696757982,FALSE
N99-N99,Other disorders of the genitourinary system,4531,3984,1893,1824,3.056007815,60.04871632,2019,,,,,FALSE
‡ O00-O08,Pregnancy with abortive outcome,117704,115112,47694,47666,0.88255953,30.17016704,2019,122159,52756,-5.76871127,-9.648191675,FALSE
O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, chil",33549,32193,864,175,2.383792626,30.87891641,2019,,,,,FALSE
‡ O20-O29,Other maternal disorders predominantly related to pregnancy,208621,203633,64743,3794,0.834041359,28.85529295,2019,,,,,FALSE
‡ O30-O48,Maternal care related to the fetus and amniotic cavity and possibl,413226,405592,6614,10674,1.35993573,29.87643839,2019,,,,,FALSE
‡ O60-O75,Complications of labour and delivery,353889,332193,3799,1998,2.452987554,29.89938999,2019,1056809,13837,-68.56641077,-85.56045386,FALSE
O80-O84,Delivery,28637,28226,236,344,1.030097499,29.89776358,2019,31065,215,-9.138902302,60,FALSE
O85-O92,Complications predominantly related to the puerperium,27693,26167,3961,256,1.401456549,30.39931429,2019,,,,,FALSE
O94-O99,"Other obstetric conditions, not elsewhere classified",47345,45015,4711,806,1.261051642,29.40713019,2019,,,,,FALSE
P00-P04,Fetus and newborn affected by maternal factors and by complication,236,232,1,2,0.539473684,0.002776824,2019,,,,,FALSE
P05-P08,Disorders related to length of gestation and fetal growth,71842,61454,1377,64,9.136417537,0.008309665,2019,,,,,FALSE
P10-P15,Birth trauma,9705,9159,516,125,1.554360943,0.132586552,2019,,,,,FALSE
P20-P29,Respiratory and cardiovascular disorders specific to the perinatal,76664,64092,6366,283,4.553435414,0.02052967,2019,,,,,FALSE
P35-P39,Infections specific to the perinatal period,22597,17879,6395,162,4.369680716,0.02223241,2019,,,,,FALSE
P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,54096,48101,21203,1034,2.615568271,0.025250009,2019,,,,,FALSE
P75-P78,Digestive system disorders of fetus and newborn,5425,4723,3724,85,5.574389493,0.11236071,2019,,,,,FALSE
P70-P78,Transitory endocrine and metabolic disorders specific to fetus and,8026,6360,604,15,3.483632055,0.007379992,2019,,,,,FALSE
P80-P83,Conditions involving the integument and temperature regulation of,11663,10700,1934,358,1.820118789,0.132741544,2019,,,,,FALSE
P90-P96,Other disorders originating in the perinatal period,25395,22178,9777,256,2.833833703,0.042289644,2019,,,,,FALSE
Q00-Q07,Congenital malformations of the nervous system,4536,3911,618,1959,6.579549941,13.4034747,2019,,,,,FALSE
Q10-Q18,"Congenital malformations of eye, ear, face and neck",6371,6276,320,5334,1.35846933,17.35115296,2019,,,,,FALSE
Q20-Q28,Congenital malformations of the circulatory system,26313,19978,2036,11700,7.476832752,16.59675734,2019,,,,,FALSE
Q30-Q34,Congenital malformations of the respiratory system,4120,3523,1128,1572,6.351067553,6.406066293,2019,,,,,FALSE
Q35-Q37,Cleft lip and cleft palate,3093,2949,74,1163,2.040555353,6.169236075,2019,,,,,FALSE
Q38-Q45,Other congenital malformations of the digestive system,14917,13003,2433,6099,5.556187251,14.76845299,2019,,,,,FALSE
Q50-Q56,Congenital malformations of genital organs,15132,14769,1742,10321,1.074621065,9.23728238,2019,,,,,FALSE
Q60-Q64,Congenital malformations of the urinary system,5661,5004,602,1919,3.567970205,13.31858043,2019,,,,,FALSE
Q65-Q79,Congenital malformations and deformations of the musculoskeletal s,19797,18700,928,11726,3.940292362,11.2975426,2019,,,,,FALSE
Q80-Q89,Other congenital malformations,8372,7935,609,4185,3.626356094,18.28352716,2019,,,,,FALSE
Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",1402,1284,132,513,9.752396166,11.49208736,2019,,,,,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,510625,442588,383390,46892,0.737682946,55.79213698,2019,440918,49035,0.378755233,-4.370347711,FALSE
R10-R19,Symptoms & signs inv. the digestive system & abdomen,607990,553228,301530,230820,1.237105869,47.46667885,2019,554882,231112,-0.298081394,-0.126345668,FALSE
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,44520,40430,33681,5024,0.7548815,38.48180606,2019,40073,5175,0.890874155,-2.917874396,FALSE
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,183207,109686,96777,4408,7.553109327,76.29260886,2019,105466,3769,4.001289515,16.95409923,FALSE
R30-R39,Symptoms & signs involving the urinary system,119053,106671,51229,45611,2.085184413,64.75658755,2019,107642,47671,-0.90206425,-4.321285478,FALSE
R40-R46,Symptoms & signs inv. Cognition perception etc.,113351,86123,80843,3189,2.663662961,61.45870811,2019,85731,3073,0.457244171,3.774812886,FALSE
R47-R49,Symptoms & signs inv. speech & voice,10798,8427,6360,1691,2.234759178,67.50593627,2019,8412,1772,0.17831669,-4.571106095,FALSE
R50-R69,General symptoms & signs,527832,429316,279802,70049,5.177219743,51.90879991,2019,316803,48924,35.51513085,43.17921674,FALSE
R70-R79,"Abnormal findings on examination of blood, without diagnosis",33905,31320,9001,14457,1.45508243,58.65772753,2019,,,,,FALSE
R80-R82,"Abnormal findings on examination of urine, without diagnosis",1220,1131,453,447,1.020440252,45.05143594,2019,,,,,FALSE
R83-R89,"Abnormal findings on examination of other body fluids, substances",2600,2518,144,2053,1.954455446,46.13269412,2019,,,,,FALSE
R90-R94,Abnormal findings on diagnostic imaging/function studies,52068,46228,10246,30953,2.399014436,61.18867448,2019,44497,29898,3.890149898,3.528664125,FALSE
R95-R99,Ill-defined & unknown causes of mortality,4,4,3,0,0.25,0.67725,2019,,,,,FALSE
S00-S09,Injuries to the head,220246,177929,160070,13100,3.680668683,58.77382851,2019,183751,13648,-3.168418131,-4.015240328,FALSE
S10-S19,Injuries to the neck,14530,10136,9209,206,13.16630775,61.79457546,2019,10158,232,-0.216578067,-11.20689655,FALSE
S20-S29,Injuries to the thorax,45390,30728,29354,442,6.91007491,66.99223255,2019,28420,450,8.12104152,-1.777777778,FALSE
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",66261,43121,40055,806,8.281825553,66.74281567,2019,41319,824,4.361189767,-2.184466019,FALSE
S40-S49,Injuries to the shoulder & upper arm,62050,47934,36957,8286,4.84677944,59.70119956,2019,48240,8096,-0.634328358,2.346837945,FALSE
S50-S59,Injuries to the elbow & forearm,79408,69738,50233,15041,2.278825273,47.7693039,2019,72230,14930,-3.45008999,0.743469524,FALSE
S60-S69,Injuries to the wrist & hand,95568,91620,53676,32449,0.936935257,38.98108761,2019,93794,33397,-2.317845491,-2.838578315,FALSE
S70-S79,Injuries to the hip & thigh,138721,90549,83968,1661,15.16270018,77.3848897,2019,87752,1689,3.18739174,-1.657785672,FALSE
S80-S89,Injuries to the knee & lower leg,100110,79825,64242,11996,6.079519381,54.24989065,2019,78912,11458,1.156984996,4.695409321,FALSE
S90-S99,Injuries to the ankle & foot,21203,17995,14321,2851,2.868152275,48.46813012,2019,18875,2883,-4.662251656,-1.109954908,FALSE
T00-T07,Injuries involving multiple body regions,5808,4519,4032,289,6.240115025,52.81216583,2019,4339,276,4.148421295,4.710144928,FALSE
T08-T14,Injuries to unspecified part of trunk limb or body,1818,1530,1405,54,2.545327755,57.50327082,2019,1568,47,-2.423469388,14.89361702,FALSE
T15-T19,Effects of foreign body entering through natural orifice,23238,19283,14916,3908,1.147346576,34.23510592,2019,18660,3954,3.33869239,-1.163378857,FALSE
T20-T32,Burns and corrosions,13760,12524,9941,857,3.733006682,30.93779808,2019,12909,854,-2.982415369,0.351288056,FALSE
T33-T35,Frostbite,33,24,16,8,7.961538462,45.87878788,2019,46,4,-47.82608696,100,FALSE
T36-T50,Poisonings by drugs medicaments & biological substances,146568,113008,112607,135,1.544858871,36.53423053,2019,116697,145,-3.161178094,-6.896551724,FALSE
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,9064,7665,5616,203,1.74192463,41.6051645,2019,8017,144,-4.390669827,40.97222222,FALSE
T66-T78,Other and unspecified effects of external causes,23497,20829,16181,1229,1.091355427,35.9799715,2019,20005,1169,4.118970257,5.132591959,FALSE
T79-T79,Certain early complications of trauma,5668,3230,2998,155,8.924655111,66.2458696,2019,,,,,FALSE
T80-T88,Complications of surgical & medical care nec.,280782,223918,130925,74223,5.158729456,57.9979926,2019,217900,75238,2.761817347,-1.349052341,FALSE
T90-T98,Sequelae of injuries of poisoning & other consequences,2,2,1,0,33,62.5,2019,3,0,-33.33333333,,FALSE
U00-U49,Provisional assignment of new diseases of uncertain etiology,24023,13725,13438,44,5.248320269,67.61072221,2019,4,0,343025,,FALSE
Z00-Z13,Examination and investigation,330648,318279,24133,175569,1.317952074,49.28665054,2019,313949,169841,1.379204903,3.372566106,FALSE
Z20-Z29,Potential health hazards related to communicable diseases,18846,17850,698,5445,1.612338157,53.11055985,2019,15234,4056,17.17211501,34.24556213,FALSE
Z30-Z39,Health services in circumstances related to reproduction,537477,529315,5262,19637,0.996220773,8.022622505,2019,539391,20477,-1.868032652,-4.102163403,FALSE
Z40-Z54,Persons encountering health services for specific care,127731,124378,9725,80351,3.16679655,53.90512067,2019,127826,84332,-2.697416801,-4.720627994,FALSE
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,1118,815,693,13,5.968568102,38.8409543,2019,732,11,11.33879781,18.18181818,FALSE
Z70-Z76,Persons encountering health services in other circs.,23717,19174,6713,2315,4.102301276,32.88021799,2019,22958,3447,-16.48227197,-32.84015086,FALSE
Z80-Z99,Persons with potential health hazards related to family,11264,11208,207,1543,7.646475771,54.29723126,2019,9943,1391,12.72251835,10.92739037,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2019,0,0,,,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2019,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2019,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2019,0,0,,,FALSE
A00-A09,Intestinal infectious diseases,129041,88870,67675,19012,3.593926961,54.88713223,2020,159034,35016,-44.11886766,-45.70482065,FALSE
A15-A19,Tuberculosis,4290,1700,1181,333,17.72607781,44.4459737,2020,2225,529,-23.59550562,-37.0510397,FALSE
A20-A28,Certain zoonotic bacterial diseases,244,115,103,4,8.404761905,50.10245902,2020,,,,,FALSE
A30-A49,Other bacterial diseases,215588,99875,94976,1666,9.794777981,70.12019098,2020,,,,,FALSE
A50-A64,Infections with a predominantly sexual mode of transmission,1791,1586,569,753,3.620512821,0,2020,,,,,FALSE
A65-A69,Other spirochaetal diseases,413,352,166,123,4.226130653,39.125,2020,,,,,FALSE
A70-A74,Other diseases caused by chlamydiae,44,35,31,3,2.25,38.55555556,2020,,,,,FALSE
A75-A79,Rickettsioses,6,5,5,0,6.833333333,42,2020,,,,,FALSE
A80-A89,Viral infections of the central nervous system,3250,1474,1347,40,9.372168285,47.24028567,2020,3913,86,-62.33069256,-53.48837209,FALSE
A92-A99,Arthropod-borne viral fevers & viral haemorrhagic fevers,16,9,9,0,3.846153846,40.7265625,2020,192,6,-95.3125,-100,FALSE
B00-B09,Viral infections characterized by skin & mucous mem. lesns.,11309,8283,6018,1900,4.66251809,46.63100433,2020,17456,3352,-52.54926673,-43.31742243,FALSE
B15-B19,Viral hepatitis,2740,1503,1125,241,4.959549072,48.08091507,2020,2394,532,-37.21804511,-54.69924812,FALSE
B20-B24,Human immunodeficiency virus [HIV] disease,2522,1257,588,427,18.41330645,0,2020,2545,450,-50.60903733,-5.111111111,FALSE
B25-B34,Other viral diseases,51971,46898,45958,428,1.147562963,10.93031504,2020,118995,840,-60.58826001,-49.04761905,FALSE
B35-B49,Mycoses,7900,5982,2678,2467,5.726129217,55.12436996,2020,8470,3847,-29.3742621,-35.87210814,FALSE
B50-B64,Protozoal diseases,1474,808,571,140,9.678857143,49.97434701,2020,2209,213,-63.42236306,-34.27230047,FALSE
B65-B83,Helminthiases,617,532,239,259,2.866449511,30.46636765,2020,887,466,-40.02254791,-44.42060086,FALSE
B85-B89,"Pediculosis, acariasis and other infestations",326,209,192,12,4.647058824,53.55756656,2020,,,,,FALSE
B95-B98,"Bacterial, viral and other infectious agents",14,7,5,1,25.44444444,49.75892857,2020,,,,,FALSE
B99-B99,Other infectious and parasitic diseases,9313,5044,4866,57,5.424648921,72.08893514,2020,3536,78,42.64705882,-26.92307692,FALSE
C00-C14,Malignant neoplasm of lip-oral cavity and pharynx,24149,21929,2303,11237,6.230168645,61.08893871,2020,25557,12789,-14.19571937,-12.13542888,FALSE
C15-C26,Malignant neoplasm of digestive organs,283002,239709,27797,97852,7.521450473,66.69960662,2020,268681,101300,-10.78304755,-3.403751234,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,112675,93754,13935,32595,6.889206349,68.2756621,2020,115023,37403,-18.49108439,-12.85458386,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,7968,7575,616,2329,5.368290483,27.78279633,2020,7261,1781,4.324473213,30.76923077,FALSE
C43-C44,Malignant neoplasms of skin,124154,123000,1387,113613,3.026388342,72.59947498,2020,154472,144205,-20.3739189,-21.21424361,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,22462,19981,2353,7382,5.822867854,59.54629416,2020,23035,7390,-13.25808552,-0.108254398,FALSE
C50-C50,Malignant neoplasm of breast,205082,201967,3589,76347,1.86986976,58.05304427,2020,,,,,FALSE
‡ C51-C58,Malignant neoplasms of female genital organs,67143,62581,4814,26929,4.41839681,63.88679591,2020,69426,28271,-9.859418662,-4.746913799,FALSE
‡ C60-C63,Malignant neoplasms of male genital organs,66529,62130,4663,34632,3.521600464,67.8861311,2020,88825,48164,-30.05347594,-28.09567312,FALSE
C64-C68,Malignant neoplasms of urinary tract,81784,75239,5493,43385,3.789941973,68.98251296,2020,90988,49193,-17.3088759,-11.80655784,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",25507,20232,4390,5990,7.043702748,34.44008177,2020,21270,6187,-4.880112835,-3.184095684,FALSE
C73-C75,Malignant neoplasms of thyroid and other endocrine glands,9296,8800,515,4626,3.427608293,40.00978433,2020,,,,,FALSE
